,total_h2_sold_per_station,prioritize,profitability threshold,longitude,latitude,station_location,size_station
1524,1233.870998599005,0,0.6169354992995024,-3.717926220850445,48.57517421602704,road,medium
1527,1233.870998599005,0,0.6169354992995024,-4.290701934701217,48.48389467871775,road,medium
1553,1383.545113329437,0,0.6917725566647185,-0.6494324429094515,49.25276653395969,road,medium
1556,1383.545113329437,0,0.6917725566647185,-1.263408412010793,49.33545926369115,road,medium
1579,727.8913294779933,0,0.7278913294779933,0.6201576022464675,43.75537769732476,road,small
1590,727.8913294779933,0,0.7278913294779933,0.0711156567033148,43.21926684068037,road,small
1623,4484.0515834480475,1,1.1210128958620118,3.969042511437332,46.46181151755479,road,large
1652,4484.0515834480475,1,1.1210128958620118,4.681115468844718,46.36665939129923,road,large
1686,1111.949865723021,0,0.5559749328615106,3.424246684464714,44.48552084271995,road,medium
1722,1111.949865723021,0,0.5559749328615106,2.1709865495030463,43.99502917020945,road,medium
1728,1111.949865723021,0,0.5559749328615106,2.058522086681707,43.9149536253382,road,medium
1754,562.6149072506349,0,0.5626149072506349,2.092578849935657,42.496544665688425,road,small
1757,562.6149072506349,0,0.5626149072506349,1.9441417916819488,42.43413677082688,road,small
1773,1739.0706566770723,1,0.8695353283385362,-0.1613158127720226,45.67187447743713,road,medium
1795,1739.0706566770723,1,0.8695353283385362,-0.5896999951812665,45.74593618619095,road,medium
1805,3965.025621727088,1,0.991256405431772,2.240432847246608,46.19907440426714,road,large
1807,3965.025621727088,1,0.991256405431772,2.418072921182057,46.29172062060176,road,large
1823,1921.4392113522165,1,0.9607196056761083,0.869293969817245,46.26372348566887,road,medium
1834,1921.4392113522165,1,0.9607196056761083,0.3930094192566207,46.585067698100765,road,medium
1851,596.2871647867307,0,0.5962871647867307,3.383548897776056,47.353901096425055,road,small
1853,596.2871647867307,0,0.5962871647867307,3.497361453988344,47.61520934516354,road,small
1871,1174.7153464269695,0,0.5873576732134848,-3.882995260277189,48.20382037291315,road,medium
1873,1174.7153464269695,0,0.5873576732134848,-4.050598243771946,48.21548082990795,road,medium
1887,3677.1716167551176,1,0.9192929041887794,-3.352024767070826,47.77856753379444,road,large
1900,3677.1716167551176,1,0.9192929041887794,-4.408383228036626,48.39650374219637,road,large
0,1648.64,1,0.8243,-1.1816088,47.3648141,hub,medium
1,860.1600000000001,0,0.8602,0.1967849,48.0073849,hub,small
2,5393.92,1,1.3485,-0.7734022,48.0706687,hub,large
3,573.4399999999999,0,0.5734,-2.2138905,47.2733517,hub,small
4,1397.76,0,0.6989,4.7607483,46.431937,hub,medium
5,3870.72,1,0.9677,-0.87698975,47.0523826,hub,large
6,7490.559999999999,1,1.8725999999999998,-1.0490777295677982,47.2574172,hub,large
7,16916.48,1,4.2291,-1.55755586,47.20602008,hub,large
8,1720.3200000000002,1,0.8602,-1.3456661,46.77747323333333,hub,medium
9,8064.0,1,2.016,-0.3864208157082929,47.4972822875,hub,large
10,10805.76,1,2.7014,1.6561556,48.3304943,hub,large
11,2777.6000000000004,1,0.6944,0.7795281500000001,47.40639565,hub,large
12,555.52,0,0.5555,2.6255842629849826,47.98312426666666,hub,small
13,1630.7199999999998,1,0.8154,2.2283459,47.8642836,hub,medium
14,1809.92,1,0.905,1.5194768666666667,48.49861223333333,hub,medium
15,25141.76,1,6.285399999999999,5.00451,49.44561,hub,large
16,7114.24,1,1.7786000000000002,-0.5957869999999998,48.5500968,hub,large
17,2938.88,1,0.7347,1.94731682,47.90594698,hub,large
18,2222.08,0,0.5555,1.5122799999999998,47.70764916666666,hub,large
19,465.92,0,0.46590000000000004,0.8211488,48.321809,hub,small
20,3028.48,1,0.7570999999999999,1.3667588,48.7262676,hub,large
21,788.48,0,0.7885,2.399125,47.0811658,hub,small
22,394.24,0,0.3942,1.608625025,46.962441025,hub,small
23,9390.08,1,2.3475,1.0608253250000002,49.3623212,hub,large
24,4820.48,1,1.2051,0.534411,49.5188282,hub,large
25,376.32,0,0.3763,-0.0223385999999999,48.74289,hub,small
26,1326.08,0,0.6629999999999999,0.1079731999999999,49.4938975,hub,medium
27,1254.4,0,0.6272,-0.3806944999999999,49.18029815,hub,medium
28,2795.52,1,0.6989,0.272729625,49.459584,hub,large
29,250.88,0,0.2509,2.3141984,49.9956745,hub,small
30,2311.6800000000003,0,0.5779,1.4175744,50.0491699,hub,large
31,430.08,0,0.4301,-0.8872594458318377,48.8517468,hub,small
32,663.04,0,0.6629999999999999,1.2323700025360618,49.15859605,hub,small
33,716.8,0,0.7168000000000001,2.3301301,49.1573165,hub,small
34,3261.44,1,0.8154,2.9557006,48.3849647,hub,large
35,394.24,0,0.3942,2.622352625,48.98355525,hub,small
36,1433.6,0,0.7168000000000001,2.9349893,48.9692581,hub,medium
37,340.48,0,0.34049999999999997,2.8478956,49.9905624,hub,small
38,4067.84,1,1.0170000000000001,2.4821778666666665,48.597845033333336,hub,large
39,376.32,0,0.3763,2.69686735,48.8437504,hub,small
40,1182.72,0,0.5914,2.31295086,48.74621802,hub,medium
41,5017.599999999999,1,1.2544,1.8226483,48.99262965,hub,large
42,1093.12,0,0.5466,2.4884015,49.05735405,hub,medium
43,609.28,0,0.6093,2.6139720200000003,48.60873526,hub,small
44,9372.16,1,2.343,1.9740938,48.77210695,hub,large
45,2401.28,1,0.6003000000000001,5.7302769,46.6591772,hub,large
46,5196.8,1,1.2992,1.19692,45.18516,hub,large
47,340.48,0,0.34049999999999997,2.78704575,48.7246201,hub,small
48,591.36,0,0.5914,2.19999815,48.98509355,hub,small
49,627.1999999999999,0,0.6272,2.3677186,48.62585993333333,hub,small
50,4605.44,1,1.1514,3.4515087,50.373341825,hub,large
51,4085.76,1,1.0214,1.6118771,50.7259985,hub,large
52,1146.88,0,0.5734,2.1089221,49.33314875,hub,medium
53,1738.2400000000002,1,0.8691,2.319989375,50.95095395,hub,medium
54,9175.04,1,2.2938,3.0965415666666667,50.308296866666666,hub,large
55,5806.08,1,1.4515,3.4900652,49.4723325,hub,large
56,2042.88,0,0.5107,2.486822,49.7705466,hub,large
57,734.72,0,0.7347,2.847306533333333,50.7009708,hub,small
58,2849.28,1,0.7123,2.8323842333333333,50.28981016666667,hub,large
59,2114.56,0,0.5286,2.5110728,49.9082911,hub,large
60,430.08,0,0.4301,3.103257075,50.7561557,hub,small
61,6218.24,1,1.5546,2.3462084,49.88572855,hub,large
62,2007.04,0,0.5018,2.92632885,50.444069675,hub,large
63,5501.4400000000005,1,1.3754,3.30819445,49.81625,hub,large
64,2240.0,0,0.56,2.7580346,49.3071297,hub,large
65,8171.52,1,2.0429,2.47657425,49.26489755,hub,large
66,2455.04,1,0.6138,3.0179003,50.5127102,hub,large
67,2992.64,1,0.7482,3.6011231,50.3870769,hub,large
68,3261.44,1,0.8154,2.8385118,49.67595563333333,hub,large
69,2222.08,0,0.5555,3.2196304,49.1820573,hub,large
70,2437.12,1,0.6093,3.914409,50.2954202,hub,large
71,2741.76,1,0.6854,3.1191470333333333,50.626484966666666,hub,large
72,11450.88,1,2.8627,2.6920610000000003,50.4785714,hub,large
73,1989.12,1,0.9945999999999999,3.4978181,48.492439,hub,medium
74,376.32,0,0.3763,6.5238423,48.1441308,hub,small
75,1182.7199999999998,0,0.5914,7.4870901,48.50213545,hub,medium
76,3189.76,1,0.7974,7.6165987,48.5214122,hub,large
77,860.1599999999999,0,0.8602,4.0055725,49.18604606666666,hub,small
78,5304.32,1,1.3261,4.9473513,48.6371125,hub,large
79,465.92,0,0.46590000000000004,7.751214259999999,48.71019266,hub,small
80,6952.96,1,1.7382,6.158619,49.227184533333336,hub,large
81,5555.2,1,1.3888,7.3579641,48.0777517,hub,large
82,1379.84,0,0.6899,6.140174525,48.7595724,hub,medium
83,3118.08,1,0.7795000000000001,0.3250000000000002,49.0211111,hub,large
84,555.52,0,0.5555,7.5606558,48.0052375,hub,small
85,537.5999999999999,0,0.5376,4.09230895,48.2664812,hub,small
86,2813.44,1,0.7034,2.9549603,49.2162403,hub,large
87,627.1999999999999,0,0.6272,-15.2954502,16.1876131,hub,small
88,412.16,0,0.4122,6.821189199999999,49.1379663,hub,small
89,788.48,0,0.7885,4.304100133333334,48.93762706666666,hub,small
90,7383.04,1,1.8458,7.4133351,48.7692184,hub,large
91,250.88,0,0.2509,7.449602675,47.7447767,hub,small
92,2580.48,1,0.6451,5.348031,49.1706321,hub,large
93,1075.1999999999998,0,0.5376,-0.5722401,43.397429,hub,medium
94,645.12,0,0.6451,-0.39923525,44.89307555,hub,small
95,1272.32,0,0.6362,-0.6841224999999999,44.7411574,hub,medium
96,806.4,0,0.8064,5.51253,45.5326,hub,small
97,1487.36,0,0.7437,1.4231756666666664,45.159878866666666,hub,medium
98,716.8,0,0.7168000000000001,1.2644847,45.8354243,hub,small
99,3601.92,1,0.9005,-1.4611915,43.5405622,hub,large
100,734.72,0,0.7347,-0.3151879,45.6738081,hub,small
101,7185.92,1,1.7965,-0.2057893552874009,46.98320275,hub,large
102,2544.64,1,0.6362,-0.2449274,44.5530659,hub,large
103,3440.64,1,0.8602,-1.078488233333333,46.0787621,hub,large
104,1290.24,0,0.6451,0.340196,46.5802596,hub,medium
105,3207.68,1,0.8019,-0.3466615,46.2595794,hub,large
106,752.64,0,0.7526,-0.5375795,43.8242939,hub,small
107,483.84,0,0.4838,0.6176112,44.2015827,hub,small
108,1469.44,0,0.7347,-0.609252825,44.85837905,hub,medium
109,1630.7199999999998,1,0.8154,-1.72289458,48.08571478,hub,medium
110,376.32,0,0.3763,-2.0260409,48.649518,hub,small
111,2150.4,0,0.5376,6.6967773,47.5091856,hub,large
112,1075.2,0,0.5376,-4.2422349,48.466290666666666,hub,medium
113,286.72,0,0.2867,-2.6371841,47.9224364,hub,small
114,2024.96,0,0.5062,-3.1846229,48.5561462,hub,large
115,2275.84,0,0.569,-1.328599875,48.200060275,hub,large
116,250.88,0,0.2509,-3.6588606,48.0465877,hub,small
117,1559.04,0,0.7795000000000001,4.750318,44.5579391,hub,medium
118,2401.28,1,0.6003000000000001,4.7621660666666665,46.0157993,hub,large
119,358.4,0,0.35840000000000005,4.29711,47.52545,hub,small
120,304.64,0,0.3046,3.1962804,45.7392306,hub,small
121,519.6800000000001,0,0.5196999999999999,4.288774125,45.4758225,hub,small
122,860.1600000000001,0,0.8602,5.8015068,45.5626336,hub,small
123,1111.04,0,0.5555,2.4433101,44.9285441,hub,medium
124,788.48,0,0.7885,2.1572498500000004,50.23409545,hub,small
125,770.56,0,0.7706000000000001,4.9692638,45.80375845,hub,small
126,1290.24,0,0.6451,5.13539694,45.75259116,hub,medium
127,609.28,0,0.6093,6.0357263,45.8832252,hub,small
128,3816.96,1,0.9542,3.0978047,45.83526155,hub,large
129,1756.16,1,0.8781,5.5418687250000005,45.283716375,hub,medium
130,250.88,0,0.2509,4.54685,44.7177,hub,small
131,4390.4,1,1.0976000000000001,4.8147808,45.29202,hub,large
132,1720.32,1,0.8602,5.676916647475023,46.27117145,hub,medium
133,752.64,0,0.7526,4.066222366666667,46.03293586666667,hub,small
134,716.8,0,0.7168000000000001,4.7707325,44.3475554,hub,small
135,537.5999999999999,0,0.5376,4.8111284,44.87555535,hub,small
136,3297.28,1,0.8243,2.6073963,46.3400296,hub,large
137,1039.36,0,0.5196999999999999,4.95955224,45.63369034,hub,medium
138,2920.96,1,0.7302,3.83236095,43.52913485,hub,large
139,483.84,0,0.4838,4.2095204,43.683958,hub,small
140,627.1999999999999,0,0.6272,1.38895454,43.56186218,hub,small
141,4444.16,1,1.111,1.3070367333333337,43.9278982,hub,large
142,1146.88,0,0.5734,2.8953121,42.6985304,hub,medium
143,483.84,0,0.4838,4.3600687,43.8374249,hub,small
144,860.16,0,0.8602,4.8920811,44.9332277,hub,small
145,2526.7200000000003,1,0.6317,1.386333,43.737415350000006,hub,large
146,18565.12,1,4.6413,4.89524472,44.03162786,hub,large
147,2168.32,0,0.5421,7.187850000000001,43.7846,hub,large
148,3727.36,1,0.9318000000000001,-117.8704931,33.7500378,hub,large
149,2293.76,0,0.5734,5.32725932,43.4051396,hub,large
150,7239.679999999999,1,1.8099,4.9287265,43.3973905,hub,large
151,627.1999999999999,0,0.6272,5.002727525,43.680361575,hub,small
152,806.4,0,0.8064,5.5818459,47.4575385,hub,small
153,1523.1999999999998,0,0.7615999999999999,4.405427850000001,46.39235525,hub,medium
154,913.92,1,0.9139,5.7255731,46.431063,hub,small
155,4014.08,1,1.0034999999999998,3.9070658,47.4885365,hub,large
156,788.48,0,0.7885,6.8617959,47.507832,hub,small
157,7365.12,1,1.8413,5.079057233333334,47.3011305,hub,large
158,3924.48,1,0.9811,5.40338,47.0371,hub,large
159,465.92,0,0.46590000000000004,3.5465740500000003,47.88042995,hub,small
160,573.4399999999999,0,0.5734,6.3546345,46.9040348,hub,small
161,4748.8,1,1.1872,4.854519275,46.8416993,hub,large
162,2007.04,0,0.5018,1.4547249999999998,49.0984117,hub,large
163,8960.0,1,2.24,6.0243622,47.2380222,hub,large
