,total_h2_sold_per_station,prioritize,profitability threshold,longitude,latitude,station_location,size_station,cumulative_demand
0,25141.76,1,6.285399999999999,5.00451,49.44561,hub,large,0.03930194654852317
1,18565.12,1,4.6413,4.89524472,44.03162786,hub,large,0.0683231985971832
2,16916.48,1,4.2291,-1.55755586,47.20602008,hub,large,0.09476727382298923
3,11450.88,1,2.8627,2.6920610000000003,50.4785714,hub,large,0.1126674476252033
4,10805.76,1,2.7014,1.6561556,48.3304943,hub,large,0.12955916093151795
5,9390.08,1,2.3475,1.0608253250000002,49.3623212,hub,large,0.14423786370516453
6,9372.16,1,2.343,1.9740938,48.77210695,hub,large,0.15888855368725835
7,9175.04,1,2.2938,3.0965415666666667,50.308296866666666,hub,large,0.1732311029622718
8,8960.0,1,2.24,6.0243622,47.2380222,hub,large,0.1872374987386521
9,8917.440862006468,1,2.229360215501617,2.697542033123256,49.396722416100616,road,large,0.20117736548259502
10,8917.440862006468,1,2.229360215501617,2.871694551830265,50.10113427032396,road,large,0.21511723222653795
11,8917.440862006468,1,2.229360215501617,2.900111614837857,50.31465862370554,road,large,0.22905709897048088
12,8171.52,1,2.0429,2.47657425,49.26489755,hub,large,0.24183093191853972
13,8064.0,1,2.016,-0.3864208157082929,47.4972822875,hub,large,0.254436688117282
14,7490.559999999999,1,1.8725999999999998,-1.0490777295677982,47.2574172,hub,large,0.26614603498633593
15,7383.04,1,1.8458,7.4133351,48.7692184,hub,large,0.27768730510607337
16,7365.12,1,1.8413,5.079057233333334,47.3011305,hub,large,0.28920056243425796
17,7239.679999999999,1,1.8099,4.9287265,43.3973905,hub,large,0.30051773022157324
18,7185.92,1,1.7965,-0.2057893552874009,46.98320275,hub,large,0.31175085963423027
19,7114.24,1,1.7786000000000002,-0.5957869999999998,48.5500968,hub,large,0.32287193788067625
20,6952.96,1,1.7382,6.158619,49.227184533333336,hub,large,0.33374090100314735
21,6218.24,1,1.5546,2.3462084,49.88572855,hub,large,0.3434613396719553
22,5806.08,1,1.4515,3.4900652,49.4723325,hub,large,0.3525374841350497
23,5555.2,1,1.3888,7.3579641,48.0777517,hub,large,0.3612214495164055
24,5501.4400000000005,1,1.3754,3.30819445,49.81625,hub,large,0.36982137652310304
25,5393.92,1,1.3485,-0.7734022,48.0706687,hub,large,0.378253226780484
26,5304.32,1,1.3261,4.9473513,48.6371125,hub,large,0.3865450130801012
27,5263.923020878167,1,1.315980755219542,5.967752745953975,45.53691896100016,road,large,0.39477365026389794
28,5263.923020878167,1,1.315980755219542,6.215159830563675,45.56495265441731,road,large,0.40300228744769473
29,5196.8,1,1.2992,1.19692,45.18516,hub,large,0.41112599699799535
30,5165.1153363633475,1,1.291278834090837,4.8718378468145085,45.06691865267444,road,large,0.41920017664439674
31,5165.1153363633475,1,1.291278834090837,4.797245451617696,44.6710621306595,road,large,0.42727435629079813
32,5165.1153363633475,1,1.291278834090837,4.922717622461537,43.88658602401537,road,large,0.43534853593719947
33,5165.1153363633475,1,1.291278834090837,5.229410711910947,43.55796565488035,road,large,0.44342271558360086
34,5017.599999999999,1,1.2544,1.8226483,48.99262965,hub,large,0.4512662972183738
35,4940.7075726796165,1,1.235176893169904,5.570934439353717,46.85249787588068,road,large,0.45898967954854236
36,4940.7075726796165,1,1.235176893169904,5.259852652232238,46.2505864195335,road,large,0.46671306187871087
37,4895.888092983353,1,1.2239720232458382,4.179336408152805,43.726224271926846,road,large,0.4743663817790672
38,4895.888092983353,1,1.2239720232458382,3.295225920469808,43.338968764234544,road,large,0.4820197016794235
39,4895.888092983353,1,1.2239720232458382,2.8950283531836454,42.78275379534364,road,large,0.4896730215797798
40,4895.888092983353,1,1.2239720232458382,2.8569308097380333,42.47539934548716,road,large,0.4973263414801361
41,4820.48,1,1.2051,0.534411,49.5188282,hub,large,0.5048617824078288
42,4797.222221021053,1,1.1993055552552632,1.9450172595926865,43.28841170379598,road,large,0.5123608664541308
43,4797.222221021053,1,1.1993055552552632,2.741948745288952,43.16890067197148,road,large,0.519859950500433
44,4748.8,1,1.1872,4.854519275,46.8416993,hub,large,0.5272833402619146
45,4605.44,1,1.1514,3.4515087,50.373341825,hub,large,0.5344826276909741
46,4484.0515834480475,1,1.1210128958620118,3.969042511437332,46.46181151755479,road,large,0.5414921590703802
47,4484.0515834480475,1,1.1210128958620118,4.681115468844718,46.36665939129923,road,large,0.5485016904497862
48,4444.16,1,1.111,1.3070367333333337,43.9278982,hub,large,0.5554488627548708
49,4399.192311511611,1,1.0997980778779026,0.3051646485282707,49.3133337654017,road,large,0.562325740948112
50,4399.192311511611,1,1.0997980778779026,0.1419237512513107,49.26256555057668,road,large,0.5692026191413532
51,4391.903454072882,1,1.0979758635182204,6.153166770390324,47.33582344280961,road,large,0.5760681032919556
52,4391.903454072882,1,1.0979758635182204,5.319601368458224,47.07060581767057,road,large,0.5829335874425579
53,4391.903454072882,1,1.0979758635182204,5.170233439193096,47.0324649998648,road,large,0.5897990715931601
54,4390.4,1,1.0976000000000001,4.8147808,45.29202,hub,large,0.5966622055235865
55,4206.690796980039,1,1.0516726992450096,6.153323467009044,43.41051955099898,road,large,0.6032381626900328
56,4206.690796980039,1,1.0516726992450096,7.366670364166511,43.74520979912986,road,large,0.6098141198564793
57,4206.690796980039,1,1.0516726992450096,7.483722004254011,43.79715090031751,road,large,0.6163900770229256
58,4085.76,1,1.0214,1.6118771,50.7259985,hub,large,0.622776993496955
59,4067.84,1,1.0170000000000001,2.4821778666666665,48.597845033333336,hub,large,0.6291358971794317
60,4014.08,1,1.0034999999999998,3.9070658,47.4885365,hub,large,0.6354107624872501
61,3965.025621727088,1,0.991256405431772,2.240432847246608,46.19907440426714,road,large,0.641608945313299
62,3965.025621727088,1,0.991256405431772,2.418072921182057,46.29172062060176,road,large,0.6478071281393479
63,3924.48,1,0.9811,5.40338,47.0371,hub,large,0.6539419294894026
64,3870.72,1,0.9677,-0.87698975,47.0523826,hub,large,0.6599926924647987
65,3816.96,1,0.9542,3.0978047,45.83526155,hub,large,0.6659594170655369
66,3808.6480336637255,1,0.9521620084159313,-1.3371337656867957,48.62398785047724,road,large,0.6719131482856738
67,3808.6480336637255,1,0.9521620084159313,-0.4672361667078279,49.158923933145935,road,large,0.6778668795058107
68,3727.36,1,0.9318000000000001,-117.8704931,33.7500378,hub,large,0.6836935401487849
69,3677.1716167551176,1,0.9192929041887794,-3.352024767070826,47.77856753379444,road,large,0.689441745617752
70,3677.1716167551176,1,0.9192929041887794,-4.408383228036626,48.39650374219637,road,large,0.695189951086719
71,3601.92,1,0.9005,-1.4611915,43.5405622,hub,large,0.7008205221888238
72,3440.64,1,0.8602,-1.078488233333333,46.0787621,hub,large,0.706198978166954
73,3297.28,1,0.8243,2.6073963,46.3400296,hub,large,0.7113533318126619
74,3261.44,1,0.8154,2.9557006,48.3849647,hub,large,0.7164516598752644
75,3261.44,1,0.8154,2.8385118,49.67595563333333,hub,large,0.7215499879378668
76,3207.68,1,0.8019,-0.3466615,46.2595794,hub,large,0.726564277625811
77,3189.76,1,0.7974,7.6165987,48.5214122,hub,large,0.7315505545222024
78,3118.08,1,0.7795000000000001,0.3250000000000002,49.0211111,hub,large,0.7364247802523828
79,3028.48,1,0.7570999999999999,1.3667588,48.7262676,hub,large,0.7411589420247993
80,2992.64,1,0.7482,3.6011231,50.3870769,hub,large,0.7458370782141103
81,2938.88,1,0.7347,1.94731682,47.90594698,hub,large,0.7504311760287631
82,2920.96,1,0.7302,3.83236095,43.52913485,hub,large,0.754997261051863
83,2849.28,1,0.7123,2.8323842333333333,50.28981016666667,hub,large,0.7594512949087521
84,2827.084852465551,1,0.7067712131163878,5.164026036686764,47.344957414347725,road,large,0.763870633004404
85,2827.084852465551,1,0.7067712131163878,5.287071457819081,47.93015943864478,road,large,0.7682899711000561
86,2827.084852465551,1,0.7067712131163878,5.899673413273241,48.48507948650719,road,large,0.7727093091957081
87,2827.084852465551,1,0.7067712131163878,6.106938436318125,49.36241531782738,road,large,0.7771286472913602
88,2827.084852465551,1,0.7067712131163878,6.115261447330646,49.43271226676324,road,large,0.7815479853870122
89,2813.44,1,0.7034,2.9549603,49.2162403,hub,large,0.7859459936607956
90,2795.52,1,0.6989,0.272729625,49.459584,hub,large,0.7903159891430264
91,2777.6000000000004,1,0.6944,0.7795281500000001,47.40639565,hub,large,0.7946579718337042
92,2741.76,1,0.6854,3.1191470333333333,50.626484966666666,hub,large,0.7989439289412766
93,2620.3765445824224,1,0.6550941361456056,-0.4832184981693014,48.0564616153189,road,large,0.8030401377545093
94,2620.3765445824224,1,0.6550941361456056,-0.8332726566831677,48.107485998025794,road,large,0.807136346567742
95,2580.48,1,0.6451,5.348031,49.1706321,hub,large,0.8111701885513396
96,2544.64,1,0.6362,-0.2449274,44.5530659,hub,large,0.8151480049518316
97,2526.7200000000003,1,0.6317,1.386333,43.737415350000006,hub,large,0.8190978085607709
98,2500.045763406925,1,0.6250114408517312,2.7750017326875143,48.21621365633597,road,large,0.8230059146345811
99,2500.045763406925,1,0.6250114408517312,3.659101216100502,47.796680223375965,road,large,0.8269140207083914
100,2500.045763406925,1,0.6250114408517312,4.116414390797281,47.49714450635409,road,large,0.8308221267822016
101,2500.045763406925,1,0.6250114408517312,4.859624150499589,47.00049723958791,road,large,0.8347302328560119
102,2500.045763406925,1,0.6250114408517312,4.82697842513357,46.35098160389453,road,large,0.8386383389298221
103,2500.045763406925,1,0.6250114408517312,4.73603189493353,45.978836672539536,road,large,0.8425464450036324
104,2455.04,1,0.6138,3.0179003,50.5127102,hub,large,0.8463841974463606
105,2437.12,1,0.6093,3.914409,50.2954202,hub,large,0.8501939370975361
106,2401.28,1,0.6003000000000001,5.7302769,46.6591772,hub,large,0.853947651165606
107,2401.28,1,0.6003000000000001,4.7621660666666665,46.0157993,hub,large,0.857701365233676
108,1997.8830325894428,1,0.9989415162947214,1.2307826173404142,47.97737559754724,road,medium,0.8608244835896317
109,1997.8830325894428,1,0.9989415162947214,0.1601671345671602,46.2114804408092,road,medium,0.8639476019455874
110,1997.8830325894428,1,0.9989415162947214,-0.2289432110130343,45.32195960312026,road,medium,0.867070720301543
111,1997.8830325894428,1,0.9989415162947214,-0.2734496792394273,45.24043326446728,road,medium,0.8701938386574987
112,1989.12,1,0.9945999999999999,3.4978181,48.492439,hub,medium,0.8733032585198551
113,1951.8533765922832,1,0.9759266882961416,3.242238178209452,44.64130089663044,road,medium,0.8763544226816873
114,1951.8533765922832,1,0.9759266882961416,3.446472928662317,43.65626162907388,road,medium,0.8794055868435193
115,1951.8533765922832,1,0.9759266882961416,3.283802841060554,43.34566879882294,road,medium,0.8824567510053515
116,1949.5024299522106,1,0.9747512149761053,2.7696678052124417,48.06245935903253,road,medium,0.8855042401349191
117,1949.5024299522106,1,0.9747512149761053,2.1958541299163987,48.114848625760814,road,medium,0.8885517292644869
118,1933.297749885398,1,0.966648874942699,1.851578857240029,48.08438486744445,road,medium,0.8915738870143172
119,1933.297749885398,1,0.966648874942699,1.506053020112609,47.73070989708539,road,medium,0.8945960447641476
120,1933.297749885398,1,0.966648874942699,0.5489459337021962,46.95218046111173,road,medium,0.8976182025139778
121,1933.297749885398,1,0.966648874942699,0.3479900372412308,46.62314981719808,road,medium,0.9006403602638082
122,1933.297749885398,1,0.966648874942699,-0.4360219091483783,46.2383786965198,road,medium,0.9036625180136385
123,1933.297749885398,1,0.966648874942699,-0.5999157235849718,45.57627441561726,road,medium,0.9066846757634689
124,1921.4392113522165,1,0.9607196056761083,0.869293969817245,46.26372348566887,road,medium,0.9096882960820466
125,1921.4392113522165,1,0.9607196056761083,0.3930094192566207,46.585067698100765,road,medium,0.9126919164006242
126,1877.2455661976057,1,0.9386227830988029,2.021115552013488,47.41778759850708,road,medium,0.9156264526025906
127,1877.2455661976057,1,0.9386227830988029,2.1194176536925013,47.20800802246639,road,medium,0.9185609888045568
128,1877.2455661976057,1,0.9386227830988029,2.7147035729468505,46.39720704321254,road,medium,0.9214955250065231
129,1877.2455661976057,1,0.9386227830988029,3.160583961957347,45.8433306210893,road,medium,0.9244300612084895
130,1822.41162425249,1,0.911205812126245,1.4441402881838032,48.36343209562834,road,medium,0.9272788802349131
131,1822.41162425249,1,0.911205812126245,0.1314132909311033,48.02267640035102,road,medium,0.9301276992613368
132,1822.41162425249,1,0.911205812126245,-0.3309267902979237,47.564589574022094,road,medium,0.9329765182877604
133,1822.41162425249,1,0.911205812126245,-1.202757788162948,47.39887443178217,road,medium,0.935825337314184
134,1809.92,1,0.905,1.5194768666666667,48.49861223333333,hub,medium,0.938654629261013
135,1771.9726157357563,1,0.8859863078678781,3.586493292809604,49.12840754427884,road,medium,0.9414246013325422
136,1771.9726157357563,1,0.8859863078678781,4.322751294974057,49.04271719901225,road,medium,0.9441945734040715
137,1771.9726157357563,1,0.8859863078678781,5.277878256786503,49.09633294761527,road,medium,0.9469645454756008
138,1771.9726157357563,1,0.8859863078678781,6.464241184101785,49.14055474089337,road,medium,0.94973451754713
139,1771.9726157357563,1,0.8859863078678781,7.121080645959903,48.91572386058876,road,medium,0.9525044896186593
140,1771.9726157357563,1,0.8859863078678781,7.72398072202093,48.63302772599377,road,medium,0.9552744616901886
141,1756.16,1,0.8781,5.5418687250000005,45.283716375,hub,medium,0.9580197152623592
142,1742.37057842877,1,0.871185289214385,1.5609775540604751,46.65119813112068,road,medium,0.9607434130202379
143,1742.37057842877,1,0.871185289214385,1.3041355241746295,45.781268536901656,road,medium,0.9634671107781168
144,1742.37057842877,1,0.871185289214385,1.4796899142135913,45.16512945005558,road,medium,0.9661908085359955
145,1742.37057842877,1,0.871185289214385,1.5730757121210202,44.698371084124005,road,medium,0.9689145062938742
146,1742.37057842877,1,0.871185289214385,1.514015370199447,44.153609279776205,road,medium,0.9716382040517529
147,1739.0706566770723,1,0.8695353283385362,-0.1613158127720226,45.67187447743713,road,medium,0.9743567433263634
148,1739.0706566770723,1,0.8695353283385362,-0.5896999951812665,45.74593618619095,road,medium,0.9770752826009738
149,1738.2400000000002,1,0.8691,2.319989375,50.95095395,hub,medium,0.9797925233815915
150,1720.3200000000002,1,0.8602,-1.3456661,46.77747323333333,hub,medium,0.9824817513706565
151,1720.32,1,0.8602,5.676916647475023,46.27117145,hub,medium,0.9851709793597214
152,1648.64,1,0.8243,-1.1816088,47.3648141,hub,medium,0.9877481561825754
153,1630.7199999999998,1,0.8154,2.2283459,47.8642836,hub,medium,0.9902973202138766
154,1630.7199999999998,1,0.8154,-1.72289458,48.08571478,hub,medium,0.9928464842451777
155,915.5598762559746,1,0.9155598762559746,3.790946965416509,46.21544873146249,road,small,0.9942777000915857
156,915.5598762559746,1,0.9155598762559746,4.832214836405679,45.481935382221394,road,small,0.9957089159379935
157,915.5598762559746,1,0.9155598762559746,4.855446454172127,44.80628440800346,road,small,0.9971401317844013
158,915.5598762559746,1,0.9155598762559746,4.6924092454054565,44.361930695795664,road,small,0.9985713476308091
159,913.92,1,0.9139,5.7255731,46.431063,hub,small,1.0
