,dateReferentiel,route,longueur,prD,depPrD,concessionPrD,absD,cumulD,xD,yD,zD,prF,depPrF,concessionPrF,absF,cumulF,xF,yF,zF,anneeMesureTrafic,typeComptageTrafic,TMJA,ratioPL,lonD,latD,lonF,latF
524,2018-01-01,A0013,2695,184,14,C,148,187376,494503.16,6911502.26,0,186,14,C,843,190071,491971.9,6910755.52,0,2018,1.0,31525,10.04,0.17630392937074588,49.270092639162556,0.14192375125131076,49.26256555057668
525,2018-01-01,A0013,2523,186,14,C,843,190071,491971.9,6910755.52,0,189,14,C,366,192594,489473.29,6910463.12,0,2018,1.0,31525,10.04,0.14192375125131076,49.26256555057668,0.10777320264632743,49.259121015664746
533,2018-01-01,A0014,128,5,92,C,0,3190,641108.89,6867467.27,0,5,92,C,128,3318,640966.35,6867607.08,0,2018,1.0,30930,4.12,2.196629130612095,48.90450935667054,2.194665335867846,48.90575351935374
534,2018-01-01,A0014,3072,5,92,C,128,3318,640966.35,6867607.08,0,8,78,C,200,6390,638196.96,6868549.03,0,2018,1.0,30930,4.12,2.194665335867846,48.90575351935374,2.156751015233247,48.91396382701918
535,2018-01-01,A0014,8340,8,78,C,200,6390,638196.96,6868549.03,0,16,78,C,540,14730,630308.68,6868171.81,0,2018,1.0,30930,4.12,2.156751015233247,48.91396382701918,2.049194049136762,48.909765953307634
536,2018-01-01,A0014,2040,16,78,C,540,14730,630308.68,6868171.81,0,18,78,C,580,16770,628481.95,6868894.15,0,2018,1.0,33357,4.04,2.049194049136762,48.909765953307634,2.0241525008588694,48.91606088670697
540,2018-01-01,A0015,1270,6,95,N,0,1950,647304.85,6872434.22,0,7,95,N,150,3220,646747.8,6873527.37,0,2018,1.0,198400,5.1,2.2805298332879405,48.949710503065866,2.272787159413718,48.95949424777698
541,2018-01-01,A0015,230,7,95,N,150,3220,646747.8,6873527.37,0,7,95,N,380,3450,646566.53,6873669.3,0,2018,1.0,198400,5.1,2.272787159413718,48.95949424777698,2.2702939635473345,48.960755440875886
542,2018-01-01,A0015,921,7,95,N,380,3450,646566.53,6873669.3,0,8,95,N,300,4371,645811.05,6874195.13,0,2018,1.0,198400,5.1,2.2702939635473345,48.960755440875886,2.2599101635919565,48.965420447263604
543,2018-01-01,A0015,"199,9",8,95,N,300,4371,645811.05,6874195.13,0,8,95,N,"499,9","4570,9",645634.14,6874287.96,0,2018,1.0,198400,5.1,2.2599101635919565,48.965420447263604,2.2574822219581128,48.96624023180215
544,2018-01-01,A0015,"937,3",8,95,N,"499,9","4570,9",645634.14,6874287.96,0,9,95,N,"440,2","5508,2",644977.24,6874915.27,0,2018,1.0,198400,5.1,2.2574822219581128,48.96624023180215,2.2484294096263766,48.97182504269386
545,2018-01-01,A0015,"1279,8",9,95,N,"440,2","5508,2",644977.24,6874915.27,0,10,95,N,715,6788,643899.39,6875534.29,0,2018,1.0,198400,5.1,2.2484294096263766,48.97182504269386,2.2336256224919895,48.9772979992215
547,2018-01-01,A0015,2792,15,95,N,1,11076,640173.82,6877595.72,0,17,95,N,790,13868,638033.8,6879375.29,0,2018,1.0,114000,5.0,2.1824436426120393,48.99549772641462,2.152940476434523,49.01129588381056
548,2018-01-01,A0015,"40,2",17,95,N,790,13868,638033.8,6879375.29,0,17,95,N,"830,2","13908,2",638001.1,6879398.61,0,2018,1.0,114000,5.0,2.152940476434523,49.01129588381056,2.1524900901492714,49.011502408331125
549,2018-01-01,A0015,"3311,8",17,95,N,"830,2","13908,2",638001.1,6879398.61,0,21,95,N,135,17220,635624.66,6881633.34,0,2018,1.0,114000,5.0,2.1524900901492714,49.011502408331125,2.1196668129442258,49.031361743221595
550,2018-01-01,A0015,430,21,95,N,135,17220,635624.66,6881633.34,0,21,95,N,565,17650,635203.24,6881718.47,0,2018,1.0,114000,5.0,2.1196668129442258,49.031361743221595,2.113891310511149,49.032084779063
551,2018-01-01,A0015,385,21,95,N,565,17650,635203.24,6881718.47,0,21,95,N,950,18035,634829.77,6881811.47,0,2018,1.0,114000,5.0,2.113891310511149,49.032084779063,2.1087701120275373,49.032883165103414
552,2018-01-01,A0015,296,21,95,N,951,18036,634828.81,6881811.75,0,22,95,N,245,18332,634546.9,6881902.49,0,2018,1.0,146195,5.0,2.108756941527781,49.03288558520273,2.10488796866146,49.033672770664325
553,2018-01-01,A0015,1495,22,95,N,245,18332,634546.9,6881902.49,0,23,95,N,740,19827,633185.34,6882516.46,0,2018,1.0,146195,5.0,2.10488796866146,49.033672770664325,2.0861722635539564,49.03905281629728
554,2018-01-01,A0015,495,23,95,N,740,19827,633185.34,6882516.46,0,24,95,N,235,20322,632782.8,6882801.1,0,2018,1.0,146195,5.0,2.0861722635539564,49.03905281629728,2.080621872668276,49.0415700190624
555,2018-01-01,A0015,765,24,95,N,235,20322,632782.8,6882801.1,0,24,95,N,1000,21087,632261.52,6883355.9,0,2018,1.0,146195,5.0,2.080621872668276,49.0415700190624,2.0734035589698965,49.04650345392865
557,2018-01-01,A0016,445,33,95,C,769,7849,645091.49,6894710.19,0,34,95,C,214,8294,644912.59,6895113.44,0,2018,1.0,21989,7.47,2.247412947970577,49.14981261421231,2.244908206420194,49.1534225917592
558,2018-01-01,A0016,1596,34,95,C,214,8294,644912.59,6895113.44,0,35,60,C,810,9890,643931.98,6896380.04,0,2018,1.0,21989,7.47,2.244908206420194,49.1534225917592,2.2312986634151133,49.16472452625275
559,2018-01-01,A0016,1040,35,60,C,810,9890,643931.98,6896380.04,0,36,95,C,850,10930,643690.68,6897197.39,0,2018,1.0,21989,7.47,2.2312986634151133,49.16472452625275,2.227881040871252,49.17205143259981
560,2018-01-01,A0016,6193,36,95,C,850,10930,643690.68,6897197.39,0,43,60,C,43,17123,639015.1,6901200.87,0,2018,1.0,21989,7.47,2.227881040871252,49.17205143259981,2.1631918967288675,49.207614017192604
561,2018-01-01,A0016,"17170,1",43,60,C,43,17123,639015.1,6901200.87,0,60,60,C,"213,1","34293,1",634413.58,6914925.37,0,2018,1.0,18109,7.92,2.1631918967288675,49.207614017192604,2.0979057851098015,49.330529169694735
562,2018-01-01,A0016,"8008,9",60,60,C,"213,1","34293,1",634413.58,6914925.37,0,68,60,C,222,42302,636392.28,6922594.72,0,2018,1.0,18109,7.92,2.0979057851098015,49.330529169694735,2.1239488471346792,49.39966270186583
563,2018-01-01,A0016,3815,68,60,C,222,42302,636392.28,6922594.72,0,72,60,C,37,46117,637133.95,6926228.93,0,2018,1.0,18595,12.93,2.1239488471346792,49.39966270186583,2.1336136690006087,49.432399381846274
564,2018-01-01,A0016,20478,72,60,C,37,46117,637133.95,6926228.93,0,92,60,C,515,66595,642476.73,6945365.61,0,2018,1.0,15259,7.9,2.1336136690006087,49.432399381846274,2.2045832443212814,49.604880626635236
565,2018-01-01,A0016,11598,92,60,C,515,66595,642476.73,6945365.61,0,104,60,C,113,78193,644834.81,6956139.9,0,2018,1.0,15551,7.87,2.2045832443212814,49.604880626635236,2.2357461560523704,49.70190128051283
566,2018-01-01,A0016,3962,104,60,C,113,78193,644834.81,6956139.9,0,108,80,C,75,82155,644785.21,6960014.9,0,2018,1.0,15551,7.87,2.2357461560523704,49.70190128051283,2.234538649796944,49.736712810292055
567,2018-01-01,A0016,12999,108,80,C,75,82155,644785.21,6960014.9,0,121,80,C,74,95154,645264.37,6972382.21,0,2018,1.0,15629,8.15,2.234538649796944,49.736712810292055,2.2395298280278406,49.84786177211153
568,2018-01-01,A0016,2123,121,80,C,74,95154,645264.37,6972382.21,0,123,80,C,197,97277,643797.72,6973849.18,0,2018,1.0,25010,13.68,2.2395298280278406,49.84786177211153,2.2189526258284933,49.86091135512921
569,2018-01-01,A0016,103,123,80,C,197,97277,643797.72,6973849.18,0,123,80,C,300,97380,643757.28,6973943.98,0,2018,1.0,24604,13.73,2.2189526258284933,49.86091135512921,2.218377624270075,49.86175936629967
570,2018-01-01,A0016,3596,123,80,C,300,97380,643757.28,6973943.98,0,126,80,C,896,100976,644605.39,6977294.15,0,2018,1.0,15399,11.44,2.218377624270075,49.86175936629967,2.2297091474318607,49.89192888102634
571,2018-01-01,A0016,4659,126,80,C,896,100976,644605.39,6977294.15,0,131,80,C,555,105635,645821.5,6981732.87,0,2018,1.0,14889,11.42,2.2297091474318607,49.89192888102634,2.2460294112730566,49.93190577378807
572,2018-01-01,A0016,18067,131,80,C,555,105635,645821.5,6981732.87,0,149,80,C,622,123702,633665.61,6993134.93,0,2018,1.0,14751,6.94,2.2460294112730566,49.93190577378807,2.0750183338951125,50.03315564767509
573,2018-01-01,A0016,17944,149,80,C,622,123702,633665.61,6993134.93,0,167,80,C,566,141646,619294.07,7001141.63,0,2018,1.0,14006,6.8,2.0750183338951125,50.03315564767509,1.873049781205688,50.10338308196691
574,2018-01-01,A0016,6655,167,80,C,566,141646,619294.07,7001141.63,0,174,80,C,221,148301,614761.53,7005237.45,0,2018,1.0,12369,8.78,1.873049781205688,50.10338308196691,1.8089056228657836,50.13956486640887
575,2018-01-01,A0016,14472,174,80,C,221,148301,614761.53,7005237.45,0,188,80,C,693,162773,610733.86,7017829.85,0,2018,1.0,14494,13.04,1.8089056228657836,50.13956486640887,1.7498478172669671,50.252069347192986
576,2018-01-01,A0016,10738,188,80,C,693,162773,610733.86,7017829.85,0,199,80,C,431,173511,607046.01,7027623.34,0,2018,1.0,12802,13.99,1.7498478172669671,50.252069347192986,1.6959445943509381,50.339453935249715
577,2018-01-01,A0016,7921,199,80,C,431,173511,607046.01,7027623.34,0,207,62,C,352,181432,607008.89,7035361.59,0,2018,1.0,12802,13.99,1.6959445943509381,50.339453935249715,1.6936280511258517,50.40890989814697
578,2018-01-01,A0016,11865,207,62,C,352,181432,607008.89,7035361.59,0,219,62,C,217,193297,606490.69,7046620.99,0,2018,1.0,12019,14.79,1.6936280511258517,50.40890989814697,1.6837130207975397,50.509889069305984
579,2018-01-01,A0016,12487,219,62,C,217,193297,606490.69,7046620.99,0,231,62,C,704,205784,604721.82,7057956.07,0,2018,1.0,13133,14.03,1.6837130207975397,50.509889069305984,1.656102878610193,50.61134214309795
580,2018-01-01,A0016,7836,231,62,C,704,205784,604721.82,7057956.07,0,239,62,C,540,213620,605338.7,7065263.69,0,2018,1.0,14191,13.59,1.656102878610193,50.61134214309795,1.663057279533156,50.67700618772927
581,2018-01-01,A0016,4257,239,62,C,540,213620,605338.7,7065263.69,0,243,62,C,797,217877,603503.2,7068648.15,0,2018,1.0,13138,8.97,1.663057279533156,50.67700618772927,1.636313386329038,50.70709051652552
588,2018-01-01,A0016,6192,110,59,N,800,280080,645246.25,7097699.64,0,117,59,N,0,286272,650132.18,7100615.0,0,2018,1.0,49963,24.5,2.222126758674779,50.97278104304454,2.291164278797485,50.99934152042897
590,2018-01-01,A0016,2488,119,59,N,625,288897,652563.69,7101570.98,0,122,59,N,113,291385,654982.56,7102037.03,0,2018,1.0,60704,9.6,2.3256086942804837,51.00810654756096,2.3599419701342845,51.012467009093676
591,2018-01-01,A0016,3134,122,59,N,113,291385,654982.56,7102037.03,0,125,59,N,247,294519,658020.85,7102678.93,0,2018,1.0,60704,9.6,2.3599419701342845,51.012467009093676,2.403069684487531,51.01843747503984
592,2018-01-01,A0016,753,125,59,N,247,294519,658020.85,7102678.93,0,126,59,N,0,295272,658683.23,7103045.63,0,2018,1.0,60704,9.6,2.403069684487531,51.01843747503984,2.4124493707004104,51.021770846375105
594,2018-01-01,A0019,5140,0,89,C,0,0,721424.22,6796755.58,0,4,89,C,767,5140,719289.77,6793381.91,0,2018,1.0,14737,19.22,3.288742648392722,48.27078343522323,3.2598264315167276,48.240495516985916
595,2018-01-01,A0019,3335,4,89,C,767,5140,719289.77,6793381.91,0,8,89,C,100,8475,717386.85,6790721.69,0,2018,1.0,12877,21.6,3.2598264315167276,48.240495516985916,3.2340886991171782,48.21661322589774
596,2018-01-01,A0019,6964,8,89,C,100,8475,717386.85,6790721.69,0,15,89,C,62,15439,713120.9,6785682.72,0,2018,1.0,12877,21.6,3.2340886991171782,48.21661322589774,3.1765024509003608,48.171372760065516
597,2018-01-01,A0019,2731,15,89,C,62,15439,713120.9,6785682.72,0,17,89,C,800,18170,712284.81,6783114.18,0,2018,1.0,12884,21.61,3.1765024509003608,48.171372760065516,3.1651831155951378,48.1482769478581
598,2018-01-01,A0019,10554,17,89,C,800,18170,712284.81,6783114.18,0,28,89,C,360,28724,708165.49,6773902.06,0,2018,1.0,13247,20.7,3.1651831155951378,48.1482769478581,3.1096223419781723,48.06544645898645
599,2018-01-01,A0019,205,28,89,C,360,28724,708165.49,6773902.06,0,28,89,C,565,28929,708071.49,6773723.58,0,2018,1.0,13247,20.7,3.1096223419781723,48.06544645898645,3.108357098135809,48.063841533966915
600,2018-01-01,A0019,746,29,89,C,880,30246,707299.49,6772790.17,0,30,89,C,623,30992,706579.8,6772620.44,0,2018,1.0,10862,19.69,3.0979777150024703,48.055451081824415,3.0883151058154694,48.05393135751601
601,2018-01-01,A0019,287,30,89,C,623,30992,706579.8,6772620.44,0,30,89,C,910,31279,706298.58,6772554.92,0,2018,1.0,10862,19.69,3.0883151058154694,48.05393135751601,3.084539588360216,48.05334452646522
602,2018-01-01,A0019,5149,30,89,C,910,31279,706298.58,6772554.92,0,36,45,C,240,36428,701369.19,6770730.3,0,2018,1.0,11268,19.91,3.084539588360216,48.05334452646522,3.018371587301372,48.03695395681452
603,2018-01-01,A0019,19390,36,45,C,240,36428,701369.19,6770730.3,0,55,45,C,630,55818,682842.19,6773589.47,0,2018,1.0,9359,14.29,3.018371587301372,48.03695395681452,2.7696678052124417,48.06245935903253
604,2018-01-01,A0019,8370,55,45,C,630,55818,682842.19,6773589.47,0,64,45,C,0,64188,674981.14,6773837.23,0,2018,1.0,9286,14.48,2.7696678052124417,48.06245935903253,2.6641253594890792,48.0644352519458
605,2018-01-01,A0019,15710,64,45,C,0,64188,674981.14,6773837.23,0,79,45,C,710,79898,660331.15,6775970.65,0,2018,1.0,9117,13.58,2.6641253594890792,48.0644352519458,2.467262961021412,48.08290785735473
606,2018-01-01,A0019,20865,79,45,C,710,79898,660331.15,6775970.65,0,100,45,C,575,100763,640158.14,6779691.1,0,2018,1.0,9137,13.47,2.467262961021412,48.08290785735473,2.1958541299163987,48.114848625760814
607,2018-01-01,A0019,29385,100,45,C,575,100763,640158.14,6779691.1,0,129,45,C,960,130148,613579.72,6771778.66,0,2018,1.0,9798,13.25,2.1958541299163987,48.114848625760814,1.8403023258807458,48.04067853872772
608,2018-01-01,A0020,2415,0,18,N,245,245,628694.62,6683067.04,0,2,18,N,661,2660,627073.84,6681719.46,0,2018,1.0,23911,21.1,2.0573229260534704,47.244076506317036,2.036115325586823,47.231769484020674
609,2018-01-01,A0020,3073,2,18,N,661,2660,627073.84,6681719.46,0,5,18,N,681,5733,627016.66,6678758.86,0,2018,1.0,11946,20.7,2.036115325586823,47.231769484020674,2.0358374188823483,47.20511181350912
610,2018-01-01,A0020,4115,5,18,N,681,5733,627016.66,6678758.86,0,9,18,N,876,9848,624822.21,6675356.97,0,2018,1.0,23306,21.5,2.0358374188823483,47.20511181350912,2.0074150610785644,47.1742428745748
611,2018-01-01,A0020,4786,27,36,N,433,27271,611079.37,6665269.63,0,32,36,N,219,32057,608718.38,6661378.9,0,2018,1.0,20946,19.1,1.8279673817960902,47.081739227188244,1.7976335453847232,47.04639458476753
612,2018-01-01,A0020,11005,32,36,N,219,32057,608718.38,6661378.9,0,43,36,N,224,43062,605349.01,6650889.19,0,2018,1.0,23009,21.5,1.7976335453847232,47.04639458476753,1.7554368479864542,46.951492913450025
613,2018-01-01,A0020,11897,43,36,N,224,43062,605349.01,6650889.19,0,55,36,N,121,54959,601036.3,6639913.84,0,2018,1.0,21696,22.6,1.7554368479864542,46.951492913450025,1.7011128492939283,46.85206202664395
614,2018-01-01,A0020,6859,55,36,N,121,54959,601036.3,6639913.84,0,61,36,N,980,61818,595207.64,6636371.91,0,2018,1.0,25554,6.9,1.7011128492939283,46.85206202664395,1.6254365542214286,46.819287276474675
615,2018-01-01,A0020,6120,61,36,N,980,61818,595207.64,6636371.91,0,68,36,N,100,67938,595957.63,6630742.53,0,2018,1.0,26611,22.8,1.6254365542214286,46.819287276474675,1.6365471113959016,46.76872541826323
616,2018-01-01,A0020,8952,68,36,N,100,67938,595957.63,6630742.53,0,77,36,N,52,76890,591759.71,6623017.26,0,2018,1.0,28207,20.9,1.6365471113959016,46.76872541826323,1.583361942738626,46.698511985684654
617,2018-01-01,A0020,5618,77,36,N,52,76890,591759.71,6623017.26,0,82,36,N,670,82508,589953.83,6617794.41,0,2018,1.0,25060,20.6,1.583361942738626,46.698511985684654,1.5609775540604751,46.65119813112068
618,2018-01-01,A0020,4277,82,36,N,670,82508,589953.83,6617794.41,0,86,36,N,947,86785,588212.13,6613956.17,0,2018,1.0,25315,19.1,1.5609775540604751,46.65119813112068,1.5391357772505267,46.61635545281725
619,2018-01-01,A0020,7259,86,36,N,947,86785,588212.13,6613956.17,0,94,36,N,206,94044,585186.29,6608957.17,0,2018,1.0,13418,20.7,1.5391357772505267,46.61635545281725,1.5008430787205818,46.57084000371125
620,2018-01-01,A0020,7377,94,36,N,206,94044,585186.29,6608957.17,0,101,36,N,583,101421,585404.09,6601986.07,0,2018,1.0,21532,22.9,1.5008430787205818,46.57084000371125,1.5054089569313935,46.508117636034655
621,2018-01-01,A0020,7810,101,36,N,583,101421,585404.09,6601986.07,0,109,36,N,393,109231,583592.32,6594833.68,0,2018,1.0,21445,23.1,1.5054089569313935,46.508117636034655,1.4835763584157815,46.44341437149076
622,2018-01-01,A0020,10912,109,36,N,393,109231,583592.32,6594833.68,0,119,36,N,1305,120143,579061.4,6585094.99,0,2018,1.0,20842,24.6,1.4835763584157815,46.44341437149076,1.4270949140046187,46.354939702223525
624,2018-01-01,A0020,3749,144,87,N,577,144719,574691.47,6561543.75,0,148,87,N,257,148468,574482.24,6558016.94,0,2018,1.0,27204,22.5,1.3765727492734083,46.14211274103489,1.3748031297322367,46.11032220714238
625,2018-01-01,A0020,"6179,2",148,87,N,257,148468,574482.24,6558016.94,0,154,87,N,"345,2","154647,2",573267.3,6552325.52,0,2018,1.0,30172,20.9,1.3748031297322367,46.11032220714238,1.3606064115218683,46.058856357728736
626,2018-01-01,A0020,"344,8",154,87,N,"345,2","154647,2",573267.3,6552325.52,0,154,87,N,690,154992,573171.72,6551994.91,0,2018,1.0,30172,20.9,1.3606064115218683,46.058856357728736,1.359459201033447,46.055862012745884
627,2018-01-01,A0020,3832,154,87,N,690,154992,573171.72,6551994.91,0,158,87,N,450,158824,571893.8,6548454.22,0,2018,1.0,30172,20.9,1.359459201033447,46.055862012745884,1.343894383028548,46.02374515190961
628,2018-01-01,A0020,4335,158,87,N,450,158824,571893.8,6548454.22,0,163,87,N,309,163159,570408.85,6544746.32,0,2018,1.0,31971,19.6,1.343894383028548,46.02374515190961,1.325719489558808,45.99008125867941
629,2018-01-01,A0020,6141,163,87,N,309,163159,570408.85,6544746.32,0,170,87,N,193,169300,568667.83,6539097.94,0,2018,1.0,32576,18.3,1.325719489558808,45.99008125867941,1.3047993094517558,45.93889511369547
630,2018-01-01,A0020,5250,170,87,N,193,169300,568667.83,6539097.94,0,175,87,N,268,174550,567603.73,6534114.75,0,2018,1.0,38303,15.5,1.3047993094517558,45.93889511369547,1.2924591789481634,45.89382582141382
631,2018-01-01,A0020,1336,175,87,N,268,174550,567603.73,6534114.75,0,176,87,N,775,175886,567404.32,6532818.16,0,2018,1.0,51011,11.9,1.2924591789481634,45.89382582141382,1.2902501800175528,45.88211400687006
632,2018-01-01,A0020,958,176,87,N,775,175886,567404.32,6532818.16,0,177,87,N,503,176844,567189.27,6531914.6,0,2018,1.0,49170,10.3,1.2902501800175528,45.88211400687006,1.2877307006842007,45.87393747054598
633,2018-01-01,A0020,1498,177,87,N,503,176844,567189.27,6531914.6,0,178,87,N,754,178342,567019.18,6530436.49,0,2018,1.0,44945,13.3,1.2877307006842007,45.87393747054598,1.2859520941491767,45.86059711141506
634,2018-01-01,A0020,1474,178,87,N,754,178342,567019.18,6530436.49,0,180,87,N,600,179816,566235.5,6529310.87,0,2018,1.0,59464,11.4,1.2859520941491767,45.86059711141506,1.2761707874797388,45.85030978494477
635,2018-01-01,A0020,1432,180,87,N,600,179816,566235.5,6529310.87,0,182,87,N,392,181248,566672.26,6527960.82,0,2018,1.0,71248,10.0,1.2761707874797388,45.85030978494477,1.2821759906568024,45.83824128958863
636,2018-01-01,A0020,1113,182,87,N,392,181248,566672.26,6527960.82,0,183,87,N,730,182361,566651.27,6526929.5,0,2018,1.0,54505,11.9,1.2821759906568024,45.83824128958863,1.2821946617879854,45.828952428482424
637,2018-01-01,A0020,1524,183,87,N,730,182361,566651.27,6526929.5,0,185,87,N,254,183885,567514.47,6525710.07,0,2018,1.0,51877,11.9,1.2821946617879854,45.828952428482424,1.2936503837225541,45.81814267498656
638,2018-01-01,A0020,1178,185,87,N,254,183885,567514.47,6525710.07,0,186,87,N,450,185063,567818.99,6524605.5,0,2018,1.0,37265,12.9,1.2936503837225541,45.81814267498656,1.2978778542407368,45.80825762094175
639,2018-01-01,A0020,3204,186,87,N,450,185063,567818.99,6524605.5,0,189,87,N,670,188267,568240.5,6521598.58,0,2018,1.0,23238,13.1,1.2978778542407368,45.80825762094175,1.3041355241746295,45.781268536901656
640,2018-01-01,A0020,3799,189,87,N,670,188267,568240.5,6521598.58,0,193,87,N,477,192066,570392.0,6518661.05,0,2018,1.0,34320,14.8,1.3041355241746295,45.781268536901656,1.332617235515595,45.75523497073347
641,2018-01-01,A0020,5398,193,87,N,477,192066,570392.0,6518661.05,0,199,87,N,169,197464,572203.67,6513838.32,0,2018,1.0,34199,14.8,1.332617235515595,45.75523497073347,1.3572078665136387,45.712158366403706
642,2018-01-01,A0020,3272,199,87,N,169,197464,572203.67,6513838.32,0,203,87,N,43,200736,572895.89,6511036.8,0,2018,1.0,30212,9.5,1.3572078665136387,45.712158366403706,1.3668483833791143,45.68706581591898
643,2018-01-01,A0020,9164,203,87,N,43,200736,572895.89,6511036.8,0,212,87,N,153,209900,578531.01,6504059.51,0,2018,1.0,26955,16.2,1.3668483833791143,45.68706581591898,1.4410041533047515,45.6252750064201
644,2018-01-01,A0020,5759,212,87,N,153,209900,578531.01,6504059.51,0,217,87,N,905,215659,580964.36,6499476.07,0,2018,1.0,27453,16.4,1.4410041533047515,45.6252750064201,1.4733643448204583,45.58443812060173
645,2018-01-01,A0020,5457,225,19,N,329,223076,583971.87,6493054.6,0,230,19,N,800,228533,585033.57,6488074.33,0,2018,1.0,26588,18.1,1.5134767274590908,45.527141715634166,1.5282648984536533,45.48248294290549
646,2018-01-01,A0020,12680,230,19,N,800,228533,585033.57,6488074.33,0,243,19,N,500,241213,587983.4,6478329.18,0,2018,1.0,24430,6.7,1.5282648984536533,45.48248294290549,1.5682802620783771,45.39523498869889
647,2018-01-01,A0020,8684,243,19,N,500,241213,587983.4,6478329.18,0,252,19,N,184,249897,588238.41,6469902.31,0,2018,1.0,26462,16.8,1.5682802620783771,45.39523498869889,1.5734845007848486,45.31940944404396
648,2018-01-01,A0020,8493,252,19,N,184,249897,588238.41,6469902.31,0,260,19,N,677,258390,585380.02,6462386.13,0,2018,1.0,34324,17.6,1.5734845007848486,45.31940944404396,1.538783596999516,45.25127180328216
649,2018-01-01,A0020,1410,260,19,N,677,258390,585380.02,6462386.13,0,261,19,N,900,259800,584084.67,6461876.96,0,2018,1.0,36954,15.8,1.538783596999516,45.25127180328216,1.5223952983003417,45.246470846030384
650,2018-01-01,A0020,2728,261,19,N,900,259800,584084.67,6461876.96,0,264,19,N,660,262528,583183.54,6459740.98,0,2018,1.0,36954,15.8,1.5223952983003417,45.246470846030384,1.5114242888036076,45.22708891465988
651,2018-01-01,A0020,1384,264,19,N,660,262528,583183.54,6459740.98,0,266,19,N,40,263912,583382.92,6458391.88,0,2018,1.0,33370,19.0,1.5114242888036076,45.22708891465988,1.5142877849759555,45.214977262530496
652,2018-01-01,A0020,1597,266,19,N,40,263912,583382.92,6458391.88,0,267,19,N,650,265509,583075.93,6456951.84,0,2018,1.0,33370,19.0,1.5142877849759555,45.214977262530496,1.5107236102089452,45.20196106838094
653,2018-01-01,A0020,2139,267,19,N,650,265509,583075.93,6456951.84,0,269,19,N,800,267648,581615.03,6455432.1,0,2018,1.0,40814,16.4,1.5107236102089452,45.20196106838094,1.4924899509937741,45.18802991125492
654,2018-01-01,A0020,1971,272,19,N,617,270452,580561.0,6452908.52,0,274,19,N,572,272423,580937.39,6451029.94,0,2018,1.0,35151,17.6,1.4796899142135913,45.16512945005558,1.484938458985867,45.14828277328776
655,2018-01-01,A0020,6651,274,19,N,572,272423,580937.39,6451029.94,0,281,19,N,200,279074,583540.4,6445579.67,0,2018,1.0,25465,15.8,1.484938458985867,45.14828277328776,1.519354008194027,45.09966173400968
656,2018-01-01,A0020,4096,281,19,N,200,279074,583540.4,6445579.67,0,285,19,N,361,283170,582435.71,6441784.06,0,2018,1.0,25426,18.1,1.519354008194027,45.09966173400968,1.5062253073861214,45.065305008217486
657,2018-01-01,A0020,2797,285,19,N,562,283371,582420.96,6441584.83,0,288,19,C,359,286168,583598.2,6439118.7,0,2018,1.0,18786,16.45,1.5060858252375224,45.0635089693892,1.5216264470006766,45.04150766183212
658,2018-01-01,A0020,5646,288,19,C,359,286168,583598.2,6439118.7,0,294,46,C,5,291814,583956.76,6433817.59,0,2018,1.0,18786,16.45,1.5216264470006766,45.04150766183212,1.5274347549482274,44.99384623568221
659,2018-01-01,A0020,6304,294,46,C,5,291814,583956.76,6433817.59,0,300,46,C,309,298118,581853.54,6428113.55,0,2018,1.0,17404,17.05,1.5274347549482274,44.99384623568221,1.5021245733556408,44.94214189805247
660,2018-01-01,A0020,5158,300,46,C,309,298118,581853.54,6428113.55,0,305,46,C,467,303276,581698.09,6423028.29,0,2018,1.0,17404,17.05,1.5021245733556408,44.94214189805247,1.5013776857624763,44.89633827367388
661,2018-01-01,A0020,21578,305,46,C,467,303276,581698.09,6423028.29,0,327,46,C,45,324854,586245.48,6403442.67,0,2018,1.0,16906,17.46,1.5013776857624763,44.89633827367388,1.5634831574656263,44.72079608952325
662,2018-01-01,A0020,2654,327,46,C,45,324854,586245.48,6403442.67,0,329,46,C,699,327508,586960.0,6400938.44,0,2018,1.0,16906,17.46,1.5634831574656263,44.72079608952325,1.5730757121210202,44.698371084124005
663,2018-01-01,A0020,21716,329,46,C,699,327508,586960.0,6400938.44,0,351,46,C,415,349224,581807.13,6382389.97,0,2018,1.0,16900,16.47,1.5730757121210202,44.698371084124005,1.5124555688600363,44.53055944200451
664,2018-01-01,A0020,22681,351,46,C,415,349224,581807.13,6382389.97,0,374,46,C,96,371905,580417.22,6361528.7,0,2018,1.0,15525,16.9,1.5124555688600363,44.53055944200451,1.4999538567562205,44.342565206377536
665,2018-01-01,A0020,7935,374,46,C,96,371905,580417.22,6361528.7,0,382,46,C,31,379840,580701.89,6353799.94,0,2018,1.0,18157,14.74,1.4999538567562205,44.342565206377536,1.5053587919943385,44.27305687377104
666,2018-01-01,A0020,14549,382,46,C,31,379840,580701.89,6353799.94,0,396,82,C,580,394389,581143.03,6340518.69,0,2018,1.0,18157,14.74,1.5053587919943385,44.27305687377104,1.514015370199447,44.153609279776205
667,2018-01-01,A0020,16305,396,82,C,580,394389,581143.03,6340518.69,0,412,82,C,885,410694,571431.47,6328819.54,0,2018,1.0,21813,13.57,1.514015370199447,44.153609279776205,1.3956023146767487,44.04662191360536
