,total_h2_sold_per_station,prioritize,profitability threshold,longitude,latitude,station_location,size_station,cumulative_demand,property,nearby_total_station,new_h2_demand,new_profitability_threshold,new_profitability,exact_position,construction_year
70,0.0,na,na,-0.6234109999999999,47.4695081,na,na,0.03097163066901106,total,na,na,na,na,-0.623410999999999947.4695081,2038
71,0.0,na,na,2.8373509,50.2741645,na,na,0.03097163066901106,total,na,na,na,na,2.837350950.2741645,2038
72,0.0,na,na,0.608375,44.171244,na,na,0.03097163066901106,total,na,na,na,na,0.60837544.171244,2038
73,0.0,na,na,3.1316376,50.6136476,na,na,0.03097163066901106,total,na,na,na,na,3.131637650.6136476,2038
74,0.0,na,na,7.3935013,47.8009882,na,na,0.03097163066901106,total,na,na,na,na,7.393501347.8009882,2038
75,0.0,na,na,4.826238099999999,45.5889132,na,na,0.03097163066901106,total,na,na,na,na,4.82623809999999945.5889132,2039
76,0.0,na,na,4.8850774,46.4463275,na,na,0.03097163066901106,total,na,na,na,na,4.885077446.4463275,2039
77,0.0,na,na,1.999847,46.5826047,na,na,0.03097163066901106,total,na,na,na,na,1.99984746.5826047,2039
78,0.0,na,na,3.0540307,50.550726,na,na,0.03097163066901106,total,na,na,na,na,3.054030750.550726,2039
79,0.0,na,na,3.3918198,46.3215926,na,na,0.03097163066901106,total,na,na,na,na,3.391819846.3215926,2039
80,0.0,na,na,4.870923299999999,45.0062213,na,na,0.03097163066901106,total,na,na,na,na,4.87092329999999945.0062213,2040
81,0.0,na,na,3.074016,50.5403372,na,na,0.03097163066901106,total,na,na,na,na,3.07401650.5403372,2040
82,0.0,na,na,7.4602001,48.6345576,na,na,0.03097163066901106,total,na,na,na,na,7.460200148.6345576,2040
83,0.0,na,na,3.4678494,50.34062549999999,na,na,0.03097163066901106,total,na,na,na,na,3.467849450.34062549999999,2040
84,0.0,na,na,5.2962621,46.202994,na,na,0.03097163066901106,total,na,na,na,na,5.296262146.202994,2040
85,0.0,na,na,-1.5373537,47.1549442,na,na,0.03097163066901106,total,na,na,na,na,-1.537353747.1549442,2041
86,0.0,na,na,1.7050161,43.7590279,na,na,0.03097163066901106,total,na,na,na,na,1.705016143.7590279,2041
87,0.0,na,na,4.9124913,47.09618649999999,na,na,0.03097163066901106,total,na,na,na,na,4.912491347.09618649999999,2041
88,0.0,na,na,4.8725709,48.647244,na,na,0.03097163066901106,total,na,na,na,na,4.872570948.647244,2041
89,0.0,na,na,4.881397,44.973073,na,na,0.03097163066901106,total,na,na,na,na,4.88139744.973073,2041
90,0.0,na,na,2.4247239,44.9097055,na,na,0.03097163066901106,total,na,na,na,na,2.424723944.9097055,2042
91,0.0,na,na,2.2126219,48.9516643,na,na,0.03097163066901106,total,na,na,na,na,2.212621948.9516643,2042
92,0.0,na,na,4.904867100000001,46.5704609,na,na,0.03097163066901106,total,na,na,na,na,4.90486710000000146.5704609,2042
93,0.0,na,na,4.9996751,45.7025869,na,na,0.03097163066901106,total,na,na,na,na,4.999675145.7025869,2042
94,0.0,na,na,7.2422396,48.7693208,na,na,0.03097163066901106,total,na,na,na,na,7.242239648.7693208,2042
95,0.0,na,na,1.9221433,50.9139061,na,na,0.03097163066901106,total,na,na,na,na,1.922143350.9139061,2043
96,0.0,na,na,3.6789388,49.3107677,na,na,0.03097163066901106,total,na,na,na,na,3.678938849.3107677,2043
97,0.0,na,na,7.676082999999999,48.479709,na,na,0.03097163066901106,total,na,na,na,na,7.67608299999999948.479709,2043
98,0.0,na,na,3.2052684,50.5184703,na,na,0.03097163066901106,total,na,na,na,na,3.205268450.5184703,2043
99,0.0,na,na,5.0713989,45.8450944,na,na,0.03097163066901106,total,na,na,na,na,5.071398945.8450944,2043
100,0.0,na,na,3.3610108,48.5353115,na,na,0.03097163066901106,total,na,na,na,na,3.361010848.5353115,2044
101,0.0,na,na,2.3893198,48.7502905,na,na,0.03097163066901106,total,na,na,na,na,2.389319848.7502905,2044
102,0.0,na,na,3.9566003,49.0464276,na,na,0.03097163066901106,total,na,na,na,na,3.956600349.0464276,2044
103,0.0,na,na,2.6213908,48.9084896,na,na,0.03097163066901106,total,na,na,na,na,2.621390848.9084896,2044
104,0.0,na,na,1.2946295,45.8979718,na,na,0.03097163066901106,total,na,na,na,na,1.294629545.8979718,2044
105,0.0,na,na,4.8740859,44.02721560000001,na,na,0.03097163066901106,total,na,na,na,na,4.874085944.02721560000001,2045
106,0.0,na,na,6.314658,43.394547,na,na,0.03097163066901106,total,na,na,na,na,6.31465843.394547,2045
107,0.0,na,na,1.4481212,43.6467035,na,na,0.03097163066901106,total,na,na,na,na,1.448121243.6467035,2045
108,0.0,na,na,1.3425146,49.1573638,na,na,0.03097163066901106,total,na,na,na,na,1.342514649.1573638,2045
109,0.0,na,na,2.1179122,49.4314492,na,na,0.03097163066901106,total,na,na,na,na,2.117912249.4314492,2045
110,0.0,na,na,1.976778,49.0655925,na,na,0.03097163066901106,total,na,na,na,na,1.97677849.0655925,2046
111,0.0,na,na,1.809503,50.9380219,na,na,0.03097163066901106,total,na,na,na,na,1.80950350.9380219,2046
112,0.0,na,na,2.7475249,48.830358,na,na,0.03097163066901106,total,na,na,na,na,2.747524948.830358,2046
113,0.0,na,na,0.7287528999999999,44.39777489999999,na,na,0.03097163066901106,total,na,na,na,na,0.728752899999999944.39777489999999,2046
114,0.0,na,na,-1.5275259,47.211559,na,na,0.03097163066901106,total,na,na,na,na,-1.527525947.211559,2046
115,0.0,na,na,5.454492399999999,43.2921208,na,na,0.03097163066901106,total,na,na,na,na,5.45449239999999943.2921208,2047
116,0.0,na,na,5.197978,43.516677,na,na,0.03097163066901106,total,na,na,na,na,5.19797843.516677,2047
117,0.0,na,na,1.2917197,48.7435232,na,na,0.03097163066901106,total,na,na,na,na,1.291719748.7435232,2047
118,0.0,na,na,1.7355421,50.8618655,na,na,0.03097163066901106,total,na,na,na,na,1.735542150.8618655,2047
119,0.0,na,na,0.2938927,48.7879241,na,na,0.03097163066901106,total,na,na,na,na,0.293892748.7879241,2047
120,0.0,na,na,2.2478259,48.6026327,na,na,0.03097163066901106,total,na,na,na,na,2.247825948.6026327,2048
121,0.0,na,na,1.8829038,48.7178944,na,na,0.03097163066901106,total,na,na,na,na,1.882903848.7178944,2048
122,0.0,na,na,-3.1963793,47.7794709,na,na,0.03097163066901106,total,na,na,na,na,-3.196379347.7794709,2048
123,0.0,na,na,2.6361404,49.0334709,na,na,0.03097163066901106,total,na,na,na,na,2.636140449.0334709,2048
124,0.0,na,na,0.49375,44.829687,na,na,0.03097163066901106,total,na,na,na,na,0.4937544.829687,2048
125,0.0,na,na,0.0994557,48.4436508,na,na,0.03097163066901106,total,na,na,na,na,0.099455748.4436508,2049
126,0.0,na,na,1.0607884,47.3325305,na,na,0.03097163066901106,total,na,na,na,na,1.060788447.3325305,2049
127,0.0,na,na,1.1265159,49.4368404,na,na,0.03097163066901106,total,na,na,na,na,1.126515949.4368404,2049
128,0.0,na,na,1.5057306,43.5928012,na,na,0.03097163066901106,total,na,na,na,na,1.505730643.5928012,2049
129,0.0,na,na,-1.4702721,47.1722608,na,na,0.03097163066901106,total,na,na,na,na,-1.470272147.1722608,2049
130,0.0,na,na,2.1592059,48.90861,na,na,0.03097163066901106,total,na,na,na,na,2.159205948.90861,2050
131,0.0,na,na,1.1505118,47.3295342,na,na,0.03097163066901106,total,na,na,na,na,1.150511847.3295342,2050
132,0.0,na,na,-0.4469896,44.9206378,na,na,0.03097163066901106,total,na,na,na,na,-0.446989644.9206378,2050
133,0.0,na,na,-0.8908197999999999,46.9666846,na,na,0.03097163066901106,total,na,na,na,na,-0.890819799999999946.9666846,2050
134,0.0,na,na,7.034599699999999,43.5891537,na,na,0.03097163066901106,total,na,na,na,na,7.03459969999999943.5891537,2050
135,0.0,na,na,-0.2687784,43.7211576,na,na,0.03097163066901106,total,na,na,na,na,-0.268778443.7211576,2051
136,0.0,na,na,0.5301273,48.5279369,na,na,0.03097163066901106,total,na,na,na,na,0.530127348.5279369,2051
137,0.0,na,na,2.994999,43.178117,na,na,0.03097163066901106,total,na,na,na,na,2.99499943.178117,2051
138,0.0,na,na,7.5140481,43.7832219,na,na,0.03097163066901106,total,na,na,na,na,7.514048143.7832219,2051
139,0.0,na,na,5.3324131,47.8691225,na,na,0.03097163066901106,total,na,na,na,na,5.332413147.8691225,2051
140,0.0,na,na,5.2525374,43.368391,na,na,0.03097163066901106,total,na,na,na,na,5.252537443.368391,2052
141,0.0,na,na,-1.0247208,45.6468499,na,na,0.03097163066901106,total,na,na,na,na,-1.024720845.6468499,2052
142,0.0,na,na,6.7264719,48.5494237,na,na,0.03097163066901106,total,na,na,na,na,6.726471948.5494237,2052
143,0.0,na,na,7.778676699999999,48.8202419,na,na,0.03097163066901106,total,na,na,na,na,7.77867669999999948.8202419,2052
144,0.0,na,na,0.7856689,43.10522,na,na,0.03097163066901106,total,na,na,na,na,0.785668943.10522,2052
145,0.0,na,na,7.7399173,48.8151367,na,na,0.03097163066901106,total,na,na,na,na,7.739917348.8151367,2053
146,0.0,na,na,5.984113799999999,47.2440734,na,na,0.03097163066901106,total,na,na,na,na,5.98411379999999947.2440734,2053
147,0.0,na,na,6.439513700000001,48.1919306,na,na,0.03097163066901106,total,na,na,na,na,6.43951370000000148.1919306,2053
148,0.0,na,na,-0.7525795,48.0811994,na,na,0.03097163066901106,total,na,na,na,na,-0.752579548.0811994,2053
149,0.0,na,na,6.754982,43.437813,na,na,0.03097163066901106,total,na,na,na,na,6.75498243.437813,2053
150,0.0,na,na,1.4513895,49.1115024,na,na,0.03097163066901106,total,na,na,na,na,1.451389549.1115024,2054
151,0.0,na,na,0.0969025999999999,48.299224,na,na,0.03097163066901106,total,na,na,na,na,0.096902599999999948.299224,2054
152,0.0,na,na,2.213749,46.227638,na,na,0.03097163066901106,total,na,na,na,na,2.21374946.227638,2054
153,0.0,na,na,4.8399156,48.9182563,na,na,0.03097163066901106,total,na,na,na,na,4.839915648.9182563,2054
154,0.0,na,na,-0.5729498,47.4590727,na,na,0.03097163066901106,total,na,na,na,na,-0.572949847.4590727,2054
155,0.0,na,na,4.3293228,43.8101671,na,na,0.03097163066901106,total,na,na,na,na,4.329322843.8101671,2055
156,0.0,na,na,2.0357943,45.3966882,na,na,0.03097163066901106,total,na,na,na,na,2.035794345.3966882,2055
157,0.0,na,na,6.057349299999999,44.5410908,na,na,0.03097163066901106,total,na,na,na,na,6.05734929999999944.5410908,2055
158,0.0,na,na,-2.4451375,48.4226444,na,na,0.03097163066901106,total,na,na,na,na,-2.445137548.4226444,2055
159,0.0,na,na,5.2324421,47.2332451,na,na,0.03097163066901106,total,na,na,na,na,5.232442147.2332451,2055
160,0.0,na,na,-0.2756401,47.1964319,na,na,0.03097163066901106,total,na,na,na,na,-0.275640147.1964319,2056
161,0.0,na,na,2.18884,43.776621,na,na,0.03097163066901106,total,na,na,na,na,2.1888443.776621,2056
162,0.0,na,na,-2.6369853,47.8384799,na,na,0.03097163066901106,total,na,na,na,na,-2.636985347.8384799,2056
163,0.0,na,na,5.876002199999999,46.9474794,na,na,0.03097163066901106,total,na,na,na,na,5.87600219999999946.9474794,2056
164,0.0,na,na,0.6622703,44.1859389,na,na,0.03097163066901106,total,na,na,na,na,0.662270344.1859389,2056
165,0.0,na,na,3.2220163,43.3546182,na,na,0.03097163066901106,total,na,na,na,na,3.222016343.3546182,2057
166,0.0,na,na,2.9557295,43.4206683,na,na,0.03097163066901106,total,na,na,na,na,2.955729543.4206683,2057
167,0.0,na,na,1.1829291,43.5181624,na,na,0.03097163066901106,total,na,na,na,na,1.182929143.5181624,2057
168,0.0,na,na,4.833495999999999,44.867648,na,na,0.03097163066901106,total,na,na,na,na,4.83349599999999944.867648,2057
169,0.0,na,na,2.0290756,48.5304391,na,na,0.03097163066901106,total,na,na,na,na,2.029075648.5304391,2057
170,0.0,na,na,4.5776519,49.478191,na,na,0.03097163066901106,total,na,na,na,na,4.577651949.478191,2058
171,0.0,na,na,-0.7864355,43.4897104,na,na,0.03097163066901106,total,na,na,na,na,-0.786435543.4897104,2058
172,0.0,na,na,4.7890497,45.7214462,na,na,0.03097163066901106,total,na,na,na,na,4.789049745.7214462,2058
173,0.0,na,na,6.8173583,47.9516791,na,na,0.03097163066901106,total,na,na,na,na,6.817358347.9516791,2058
174,0.0,na,na,8.761602700000001,41.9697511,na,na,0.03097163066901106,total,na,na,na,na,8.76160270000000141.9697511,2058
175,0.0,na,na,-4.0899155,47.9999962,na,na,0.03097163066901106,total,na,na,na,na,-4.089915547.9999962,2059
176,0.0,na,na,4.5899711,48.7345686,na,na,0.03097163066901106,total,na,na,na,na,4.589971148.7345686,2059
177,0.0,na,na,-4.471039999999999,48.41611,na,na,0.03097163066901106,total,na,na,na,na,-4.47103999999999948.41611,2059
178,0.0,na,na,4.3079133,46.9532163,na,na,0.03097163066901106,total,na,na,na,na,4.307913346.9532163,2059
179,0.0,na,na,1.4689427,43.3532688,na,na,0.03097163066901106,total,na,na,na,na,1.468942743.3532688,2059
180,0.0,na,na,1.6082479,50.060969,na,na,0.03097163066901106,total,na,na,na,na,1.608247950.060969,2060
181,0.0,na,na,-0.2315568,44.440827,na,na,0.03097163066901106,total,na,na,na,na,-0.231556844.440827,2060
182,0.0,na,na,1.0761867,49.9084442,na,na,0.03097163066901106,total,na,na,na,na,1.076186749.9084442,2060
183,0.0,na,na,0.8479926,49.1225908,na,na,0.03097163066901106,total,na,na,na,na,0.847992649.1225908,2060
184,0.0,na,na,6.1619477,47.1946114,na,na,0.03097163066901106,total,na,na,na,na,6.161947747.1946114,2060
185,0.0,na,na,-0.768326,48.0684111,na,na,0.03097163066901106,total,na,na,na,na,-0.76832648.0684111,2061
186,0.0,na,na,-0.4444353,43.7907899,na,na,0.03097163066901106,total,na,na,na,na,-0.444435343.7907899,2061
187,0.0,na,na,-0.69521,44.8610473,na,na,0.03097163066901106,total,na,na,na,na,-0.6952144.8610473,2061
188,0.0,na,na,2.8046948,49.0335367,na,na,0.03097163066901106,total,na,na,na,na,2.804694849.0335367,2061
189,0.0,na,na,6.8596292,47.6262461,na,na,0.03097163066901106,total,na,na,na,na,6.859629247.6262461,2061
190,0.0,na,na,2.2745439,49.8589941,na,na,0.03097163066901106,total,na,na,na,na,2.274543949.8589941,2062
191,0.0,na,na,3.251648,45.5359108,na,na,0.03097163066901106,total,na,na,na,na,3.25164845.5359108,2062
192,0.0,na,na,-2.5092127,48.4758867,na,na,0.03097163066901106,total,na,na,na,na,-2.509212748.4758867,2062
193,0.0,na,na,3.739829499999999,45.5516551,na,na,0.03097163066901106,total,na,na,na,na,3.73982949999999945.5516551,2062
194,0.0,na,na,-1.032999,43.327408,na,na,0.03097163066901106,total,na,na,na,na,-1.03299943.327408,2062
195,0.0,na,na,4.3703588,47.6197377,na,na,0.03097163066901106,total,na,na,na,na,4.370358847.6197377,2063
196,0.0,na,na,7.6111994,48.5804532,na,na,0.03097163066901106,total,na,na,na,na,7.611199448.5804532,2063
197,0.0,na,na,1.7444118,47.3531951,na,na,0.03097163066901106,total,na,na,na,na,1.744411847.3531951,2063
198,0.0,na,na,4.7422002,45.3094251,na,na,0.03097163066901106,total,na,na,na,na,4.742200245.3094251,2063
199,0.0,na,na,-0.5908561999999999,43.6591349,na,na,0.03097163066901106,total,na,na,na,na,-0.590856199999999943.6591349,2063
200,0.0,na,na,4.5127057,44.5700087,na,na,0.03097163066901106,total,na,na,na,na,4.512705744.5700087,2064
201,0.0,na,na,0.7265364,47.40408799999999,na,na,0.03097163066901106,total,na,na,na,na,0.726536447.40408799999999,2064
202,0.0,na,na,4.8171872,47.0146925,na,na,0.03097163066901106,total,na,na,na,na,4.817187247.0146925,2064
203,0.0,na,na,4.4294064,48.4284336,na,na,0.03097163066901106,total,na,na,na,na,4.429406448.4284336,2064
204,0.0,na,na,-3.9189422,47.8728294,na,na,0.03097163066901106,total,na,na,na,na,-3.918942247.8728294,2064
205,0.0,na,na,1.8241966,48.9565922,na,na,0.03097163066901106,total,na,na,na,na,1.824196648.9565922,2065
206,0.0,na,na,5.0006223,43.8105479,na,na,0.03097163066901106,total,na,na,na,na,5.000622343.8105479,2065
207,0.0,na,na,0.7401945,47.3811024,na,na,0.03097163066901106,total,na,na,na,na,0.740194547.3811024,2065
208,0.0,na,na,-2.9625658,48.0573215,na,na,0.03097163066901106,total,na,na,na,na,-2.962565848.0573215,2065
209,0.0,na,na,-2.283582,48.083875,na,na,0.03097163066901106,total,na,na,na,na,-2.28358248.083875,2065
210,0.0,na,na,4.0523084,46.5967518,na,na,0.03097163066901106,total,na,na,na,na,4.052308446.5967518,2066
211,0.0,na,na,0.1609266,48.0157803,na,na,0.03097163066901106,total,na,na,na,na,0.160926648.0157803,2066
212,0.0,na,na,4.0216708,48.2413016,na,na,0.03097163066901106,total,na,na,na,na,4.021670848.2413016,2066
213,0.0,na,na,1.152883,44.065848,na,na,0.03097163066901106,total,na,na,na,na,1.15288344.065848,2066
214,0.0,na,na,-1.6857871,48.149558,na,na,0.03097163066901106,total,na,na,na,na,-1.685787148.149558,2066
215,0.0,na,na,6.073739799999999,44.55945,na,na,0.03097163066901106,total,na,na,na,na,6.07373979999999944.55945,2067
216,0.0,na,na,1.9142162,48.9920299,na,na,0.03097163066901106,total,na,na,na,na,1.914216248.9920299,2067
217,0.0,na,na,0.5760694,43.6175923,na,na,0.03097163066901106,total,na,na,na,na,0.576069443.6175923,2067
218,0.0,na,na,1.3148436,47.6043605,na,na,0.03097163066901106,total,na,na,na,na,1.314843647.6043605,2067
219,0.0,na,na,3.8352668,43.57771229999999,na,na,0.03097163066901106,total,na,na,na,na,3.835266843.57771229999999,2067
220,0.0,na,na,-2.093225,47.387127,na,na,0.03097163066901106,total,na,na,na,na,-2.09322547.387127,2068
221,0.0,na,na,5.2438864,46.1888139,na,na,0.03097163066901106,total,na,na,na,na,5.243886446.1888139,2068
222,0.0,na,na,6.829504,47.7344028,na,na,0.03097163066901106,total,na,na,na,na,6.82950447.7344028,2068
223,0.0,na,na,5.878219,43.102976,na,na,0.03097163066901106,total,na,na,na,na,5.87821943.102976,2068
224,0.0,na,na,4.860048000000001,45.6929278,na,na,0.03097163066901106,total,na,na,na,na,4.86004800000000145.6929278,2068
225,0.0,na,na,5.479871,43.326181,na,na,0.03097163066901106,total,na,na,na,na,5.47987143.326181,2069
226,0.0,na,na,4.989962999999999,46.833579,na,na,0.03097163066901106,total,na,na,na,na,4.98996299999999946.833579,2069
227,0.0,na,na,2.1044814,48.8761145,na,na,0.03097163066901106,total,na,na,na,na,2.104481448.8761145,2069
228,0.0,na,na,1.4801273,44.1159847,na,na,0.03097163066901106,total,na,na,na,na,1.480127344.1159847,2069
229,0.0,na,na,-4.0842534,47.9925836,na,na,0.03097163066901106,total,na,na,na,na,-4.084253447.9925836,2069
230,0.0,na,na,1.9911349,48.7841763,na,na,0.03097163066901106,total,na,na,na,na,1.991134948.7841763,2070
231,0.0,na,na,5.172237200000001,48.7693239,na,na,0.03097163066901106,total,na,na,na,na,5.17223720000000148.7693239,2070
